CourseID,CourseName,Credits,Department
C1691,مهارات تواصل,4,كلية التربية
C1692,كيمياء,4,كلية الزراعة
C1693,رياضة,3,كلية الزراعة
C1694,كتابة تقارير,3,كلية الصيدلة
C1695,عربي,1,كلية الزراعة
C1696,كتابة تقارير,2,كلية الهندسة
C1697,مهارات تواصل,3,كلية الصيدلة
C1698,انجليزي,4,كلية الصيدلة
C1699,رياضة,3,كلية الزراعة
C1700,مهارات تواصل,3,كلية الزراعة
C1701,كيمياء,1,كلية التربية
C1702,رياضة,2,كلية التربية
C1703,كيمياء,3,كلية الصيدلة
C1704,كتابة تقارير,2,كلية الزراعة
C1705,عربي,2,كلية التربية
C1706,رياضة,2,كلية الصيدلة
C1707,عربي,4,كلية الزراعة
C1708,فيزياء,4,كلية التربية
C1709,كتابة تقارير,3,كلية الصيدلة
C1710,انجليزي,4,كلية الصيدلة
C1711,عربي,4,كلية الزراعة
C1712,عربي,3,كلية الصيدلة
C1713,كتابة تقارير,3,كلية الزراعة
C1714,مهارات تواصل,1,كلية الصيدلة
C1715,مهارات تواصل,3,كلية الهندسة
C1716,فيزياء,2,كلية التربية
C1717,مهارات تواصل,3,كلية الهندسة
C1718,عربي,3,كلية الصيدلة
C1719,مهارات تواصل,4,كلية الصيدلة
C1720,انجليزي,2,كلية الهندسة
C1721,مهارات تواصل,3,كلية الزراعة
C1722,عربي,1,كلية الزراعة
C1723,فيزياء,4,كلية الهندسة
C1724,رياضة,2,كلية الصيدلة
C1725,كيمياء,2,كلية الهندسة
C1726,مهارات تواصل,1,كلية الصيدلة
C1727,انجليزي,2,كلية التربية
C1728,عربي,4,كلية الزراعة
C1729,فيزياء,3,كلية الصيدلة
C1730,كيمياء,2,كلية الصيدلة
C1731,عربي,4,كلية الزراعة
C1732,كيمياء,4,كلية الصيدلة
C1733,عربي,1,كلية التربية
C1734,رياضة,4,كلية الصيدلة
C1735,كيمياء,4,كلية الهندسة
C1736,عربي,1,كلية الصيدلة
C1737,فيزياء,2,كلية الصيدلة
C1738,مهارات تواصل,4,كلية التربية
C1739,عربي,3,كلية الصيدلة
C1740,فيزياء,4,كلية الزراعة
C1741,كيمياء,4,كلية الصيدلة
C1742,عربي,4,كلية الصيدلة
C1743,مهارات تواصل,3,كلية الهندسة
C1744,كيمياء,3,كلية الصيدلة
C1745,رياضة,2,كلية الهندسة
C1746,كيمياء,2,كلية الهندسة
C1747,مهارات تواصل,3,كلية التربية
C1748,انجليزي,3,كلية الزراعة
C1749,عربي,4,كلية الزراعة
C1750,مهارات تواصل,4,كلية الزراعة
C1751,كيمياء,3,كلية الصيدلة
C1752,كيمياء,2,كلية الهندسة
C1753,فيزياء,4,كلية التربية
C1754,رياضة,2,كلية الهندسة
C1755,كيمياء,4,كلية التربية
C1756,مهارات تواصل,1,كلية الهندسة
C1757,عربي,2,كلية الهندسة
C1758,رياضة,1,كلية الهندسة
C1759,انجليزي,1,كلية الصيدلة
C1760,عربي,2,كلية التربية
C1761,كيمياء,2,كلية الزراعة
C1762,فيزياء,1,كلية الصيدلة
C1763,فيزياء,2,كلية الهندسة
C1764,فيزياء,2,كلية الزراعة
C1765,كتابة تقارير,3,كلية التربية
C1766,كيمياء,3,كلية الصيدلة
C1767,كيمياء,3,كلية الصيدلة
C1768,كتابة تقارير,1,كلية الهندسة
C1769,كيمياء,2,كلية الصيدلة
C1770,انجليزي,2,كلية الهندسة
C1771,فيزياء,2,كلية الهندسة
C1772,كيمياء,3,كلية الصيدلة
C1773,مهارات تواصل,2,كلية الزراعة
C1774,مهارات تواصل,3,كلية الصيدلة
C1775,كيمياء,3,كلية الهندسة
C1776,انجليزي,1,كلية الزراعة
C1777,كتابة تقارير,4,كلية الهندسة
C1778,كيمياء,2,كلية الزراعة
C1779,رياضة,2,كلية الصيدلة
C1780,رياضة,4,كلية الزراعة
C1781,مهارات تواصل,2,كلية التربية
C1782,مهارات تواصل,2,كلية الزراعة
C1783,انجليزي,4,كلية الصيدلة
C1784,عربي,1,كلية الصيدلة
C1785,رياضة,3,كلية التربية
C1786,رياضة,2,كلية الهندسة
C1787,كتابة تقارير,1,كلية الصيدلة
C1788,عربي,3,كلية الصيدلة
C1789,كيمياء,1,كلية الصيدلة
C1790,كتابة تقارير,1,كلية الزراعة
C1791,فيزياء,2,كلية الزراعة
C1792,فيزياء,2,كلية الهندسة
C1793,انجليزي,3,كلية الهندسة
C1794,فيزياء,4,كلية الصيدلة
C1795,رياضة,3,كلية التربية
C1796,انجليزي,4,كلية الصيدلة
C1797,رياضة,4,كلية الزراعة
C1798,فيزياء,2,كلية التربية
C1799,كتابة تقارير,1,كلية التربية
C1800,فيزياء,3,كلية الصيدلة
C1801,فيزياء,1,كلية الصيدلة
C1802,انجليزي,1,كلية الزراعة
C1803,كيمياء,1,كلية الزراعة
C1804,مهارات تواصل,2,كلية الصيدلة
C1805,رياضة,4,كلية الصيدلة
C1806,فيزياء,3,كلية الصيدلة
C1807,فيزياء,3,كلية الهندسة
C1808,كيمياء,4,كلية التربية
C1809,كيمياء,3,كلية الهندسة
C1810,كتابة تقارير,3,كلية الصيدلة
C1811,فيزياء,4,كلية الزراعة
C1812,فيزياء,2,كلية الصيدلة
C1813,مهارات تواصل,3,كلية الصيدلة
C1814,مهارات تواصل,1,كلية الهندسة
C1815,عربي,1,كلية الزراعة
C1816,مهارات تواصل,4,كلية الزراعة
C1817,كيمياء,3,كلية التربية
C1818,كيمياء,1,كلية الزراعة
C1819,كتابة تقارير,3,كلية الزراعة
C1820,كيمياء,4,كلية الصيدلة
C1821,عربي,1,كلية الهندسة
C1822,مهارات تواصل,1,كلية الزراعة
C1823,انجليزي,3,كلية الزراعة
C1824,فيزياء,2,كلية الزراعة
C1825,كتابة تقارير,3,كلية الهندسة
C1826,كتابة تقارير,2,كلية الزراعة
C1827,رياضة,3,كلية التربية
C1828,كتابة تقارير,4,كلية الهندسة
C1829,مهارات تواصل,4,كلية الصيدلة
C1830,انجليزي,4,كلية الزراعة
C1831,مهارات تواصل,3,كلية الصيدلة
C1832,فيزياء,2,كلية الزراعة
C1833,عربي,4,كلية الزراعة
C1834,فيزياء,4,كلية الزراعة
C1835,كيمياء,4,كلية الزراعة
C1836,مهارات تواصل,3,كلية الصيدلة
C1837,كيمياء,4,كلية الصيدلة
C1838,كيمياء,4,كلية الزراعة
C1839,انجليزي,3,كلية الصيدلة
C1840,مهارات تواصل,4,كلية الزراعة
C1841,انجليزي,4,كلية الصيدلة
C1842,مهارات تواصل,2,كلية الصيدلة
C1843,فيزياء,1,كلية الزراعة
C1844,مهارات تواصل,2,كلية الصيدلة
C1845,كيمياء,3,كلية الزراعة
C1846,عربي,2,كلية الزراعة
C1847,مهارات تواصل,1,كلية الهندسة
C1848,انجليزي,1,كلية الزراعة
C1849,رياضة,3,كلية الهندسة
C1850,كيمياء,3,كلية الصيدلة
C1851,كتابة تقارير,3,كلية التربية
C1852,كيمياء,3,كلية التربية
C1853,عربي,2,كلية الزراعة
C1854,كتابة تقارير,1,كلية الصيدلة
C1855,رياضة,1,كلية الهندسة
C1856,عربي,2,كلية التربية
C1857,فيزياء,1,كلية الزراعة
C1858,كيمياء,1,كلية التربية
C1859,كتابة تقارير,2,كلية الصيدلة
C1860,انجليزي,4,كلية الزراعة
C1861,رياضة,3,كلية التربية
C1862,مهارات تواصل,1,كلية الزراعة
C1863,فيزياء,4,كلية التربية
C1864,مهارات تواصل,3,كلية الصيدلة
C1865,كيمياء,2,كلية الزراعة
C1866,رياضة,4,كلية الزراعة
C1867,انجليزي,2,كلية الزراعة
C1868,مهارات تواصل,2,كلية الصيدلة
C1869,كتابة تقارير,2,كلية التربية
C1870,رياضة,2,كلية التربية
C1871,مهارات تواصل,1,كلية الزراعة
C1872,عربي,4,كلية الزراعة
C1873,مهارات تواصل,2,كلية الزراعة
C1874,مهارات تواصل,4,كلية الزراعة
C1875,عربي,2,كلية الزراعة
C1876,رياضة,1,كلية الهندسة
C1877,فيزياء,4,كلية الزراعة
C1878,انجليزي,1,كلية الصيدلة
C1879,كتابة تقارير,2,كلية التربية
C1880,انجليزي,3,كلية الزراعة
C1881,كيمياء,4,كلية الهندسة
C1882,فيزياء,3,كلية الصيدلة
C1883,انجليزي,2,كلية الهندسة
C1884,رياضة,1,كلية الزراعة
C1885,انجليزي,2,كلية الصيدلة
C1886,كتابة تقارير,2,كلية الزراعة
C1887,عربي,2,كلية الصيدلة
C1888,رياضة,1,كلية الصيدلة
C1889,عربي,2,كلية الصيدلة
C1890,كيمياء,3,كلية التربية
C1891,كتابة تقارير,1,كلية الصيدلة
C1892,فيزياء,4,كلية الهندسة
C1893,انجليزي,4,كلية الزراعة
C1894,عربي,1,كلية التربية
C1895,مهارات تواصل,2,كلية الصيدلة
C1896,كيمياء,3,كلية الزراعة
C1897,فيزياء,3,كلية الصيدلة
C1898,كتابة تقارير,3,كلية الزراعة
C1899,كيمياء,4,كلية الصيدلة
C1900,رياضة,4,كلية التربية
C1901,كيمياء,1,كلية الزراعة
C1902,انجليزي,2,كلية الزراعة
C1903,كتابة تقارير,2,كلية الزراعة
C1904,كيمياء,4,كلية الصيدلة
C1905,مهارات تواصل,2,كلية التربية
C1906,انجليزي,3,كلية الصيدلة
C1907,فيزياء,2,كلية الصيدلة
C1908,مهارات تواصل,3,كلية الزراعة
C1909,مهارات تواصل,1,كلية الصيدلة
C1910,فيزياء,4,كلية التربية
C1911,عربي,4,كلية الصيدلة
C1912,مهارات تواصل,4,كلية الزراعة
C1913,كيمياء,1,كلية الزراعة
C1914,كيمياء,4,كلية الصيدلة
C1915,فيزياء,1,كلية التربية
C1916,رياضة,4,كلية الهندسة
C1917,رياضة,2,كلية الصيدلة
C1918,كيمياء,3,كلية الصيدلة
C1919,كيمياء,1,كلية الصيدلة
C1920,فيزياء,2,كلية الزراعة
C1921,انجليزي,1,كلية الزراعة
C1922,رياضة,4,كلية الزراعة
C1923,فيزياء,4,كلية الزراعة
C1924,عربي,4,كلية التربية
C1925,انجليزي,2,كلية الصيدلة
C1926,كيمياء,4,كلية الصيدلة
C1927,انجليزي,2,كلية التربية
C1928,فيزياء,3,كلية الهندسة
C1929,انجليزي,4,كلية التربية
C1930,انجليزي,2,كلية الزراعة
C1931,انجليزي,4,كلية الزراعة
C1932,رياضة,4,كلية الزراعة
C1933,مهارات تواصل,4,كلية الهندسة
C1934,كيمياء,2,كلية الزراعة
C1935,كيمياء,3,كلية الزراعة
C1936,عربي,3,كلية الصيدلة
C1937,فيزياء,3,كلية الهندسة
C1938,كتابة تقارير,2,كلية الهندسة
C1939,عربي,4,كلية الهندسة
C1940,مهارات تواصل,3,كلية التربية
C1941,كيمياء,3,كلية الزراعة
C1942,عربي,2,كلية الهندسة
C1943,كتابة تقارير,3,كلية الزراعة
C1944,كتابة تقارير,2,كلية الزراعة
C1945,فيزياء,4,كلية الصيدلة
C1946,كيمياء,2,كلية الهندسة
C1947,كيمياء,4,كلية الهندسة
C1948,انجليزي,4,كلية الصيدلة
C1949,فيزياء,2,كلية الزراعة
C1950,مهارات تواصل,4,كلية الهندسة
C1951,رياضة,3,كلية الزراعة
C1952,مهارات تواصل,4,كلية الهندسة
C1953,انجليزي,3,كلية الهندسة
C1954,رياضة,3,كلية الزراعة
C1955,فيزياء,2,كلية الزراعة
C1956,كتابة تقارير,2,كلية الزراعة
C1957,مهارات تواصل,3,كلية الزراعة
C1958,كيمياء,3,كلية الصيدلة
C1959,كتابة تقارير,2,كلية الصيدلة
C1960,عربي,1,كلية التربية
C1961,كيمياء,2,كلية الصيدلة
C1962,عربي,2,كلية الصيدلة
C1963,انجليزي,4,كلية التربية
C1964,كيمياء,2,كلية الصيدلة
C1965,فيزياء,2,كلية الصيدلة
C1966,فيزياء,1,كلية الزراعة
C1967,عربي,1,كلية الهندسة
C1968,كتابة تقارير,1,كلية الزراعة
C1969,مهارات تواصل,4,كلية الصيدلة
C1970,انجليزي,2,كلية الهندسة
C1971,كيمياء,3,كلية الهندسة
C1972,انجليزي,3,كلية الصيدلة
C1973,انجليزي,2,كلية الزراعة
C1974,فيزياء,4,كلية الزراعة
C1975,رياضة,3,كلية الزراعة
C1976,عربي,2,كلية الهندسة
C1977,انجليزي,4,كلية الزراعة
C1978,فيزياء,4,كلية الهندسة
C1979,انجليزي,1,كلية التربية
C1980,كتابة تقارير,3,كلية الزراعة
C1981,عربي,4,كلية الزراعة
C1982,رياضة,1,كلية الصيدلة
C1983,كيمياء,3,كلية الصيدلة
C1984,عربي,2,كلية التربية
C1985,مهارات تواصل,3,كلية الصيدلة
C1986,كيمياء,4,كلية الزراعة
C1987,عربي,3,كلية الهندسة
C1988,رياضة,3,كلية الصيدلة
C1989,كيمياء,1,كلية الصيدلة
C1990,مهارات تواصل,4,كلية التربية
C1991,فيزياء,2,كلية الهندسة
C1992,انجليزي,1,كلية الزراعة
C1993,فيزياء,2,كلية الزراعة
C1994,مهارات تواصل,3,كلية الزراعة
C1995,كتابة تقارير,4,كلية الصيدلة
C1996,كيمياء,3,كلية الهندسة
C1997,مهارات تواصل,2,كلية التربية
C1998,انجليزي,3,كلية الصيدلة
C1999,عربي,4,كلية الصيدلة
C2000,فيزياء,4,كلية الهندسة
C2001,مهارات تواصل,2,كلية الهندسة
C2002,كتابة تقارير,4,كلية الهندسة
C2003,رياضة,4,كلية الزراعة
C2004,كيمياء,3,كلية الزراعة
C2005,انجليزي,3,كلية الصيدلة
C2006,فيزياء,4,كلية التربية
C2007,كيمياء,2,كلية الصيدلة
C2008,مهارات تواصل,1,كلية الزراعة
C2009,كيمياء,2,كلية الهندسة
C2010,انجليزي,4,كلية الزراعة
C2011,فيزياء,2,كلية التربية
C2012,مهارات تواصل,4,كلية الزراعة
C2013,كيمياء,4,كلية التربية
C2014,كيمياء,4,كلية التربية
C2015,عربي,1,كلية الزراعة
C2016,مهارات تواصل,2,كلية الصيدلة
C2017,عربي,1,كلية الصيدلة
C2018,فيزياء,2,كلية الهندسة
C2019,عربي,3,كلية الزراعة
C2020,كتابة تقارير,3,كلية التربية
C2021,كتابة تقارير,2,كلية الصيدلة
C2022,عربي,4,كلية الزراعة
C2023,عربي,2,كلية الصيدلة
C2024,مهارات تواصل,1,كلية الصيدلة
C2025,كيمياء,1,كلية الهندسة
C2026,مهارات تواصل,1,كلية الصيدلة
C2027,كتابة تقارير,4,كلية الصيدلة
C2028,انجليزي,4,كلية الصيدلة
C2029,انجليزي,4,كلية الصيدلة
C2030,انجليزي,2,كلية الصيدلة
C2031,رياضة,4,كلية الهندسة
C2032,مهارات تواصل,4,كلية الصيدلة
C2033,كيمياء,1,كلية الصيدلة
C2034,كتابة تقارير,3,كلية الصيدلة
C2035,كتابة تقارير,1,كلية التربية
C2036,كيمياء,4,كلية الصيدلة
C2037,مهارات تواصل,3,كلية الزراعة
C2038,عربي,3,كلية التربية
C2039,رياضة,2,كلية الصيدلة
C2040,كيمياء,3,كلية الزراعة
C2041,مهارات تواصل,4,كلية الصيدلة
C2042,انجليزي,2,كلية التربية
C2043,انجليزي,4,كلية الصيدلة
C2044,عربي,2,كلية الهندسة
C2045,رياضة,1,كلية الصيدلة
C2046,كتابة تقارير,4,كلية الصيدلة
C2047,انجليزي,2,كلية الصيدلة
C2048,فيزياء,4,كلية الزراعة
C2049,فيزياء,1,كلية الصيدلة
C2050,رياضة,4,كلية الصيدلة
C2051,عربي,4,كلية الهندسة
C2052,عربي,3,كلية الهندسة
C2053,مهارات تواصل,4,كلية الزراعة
C2054,عربي,1,كلية التربية
C2055,مهارات تواصل,4,كلية الزراعة
C2056,كتابة تقارير,1,كلية التربية
C2057,كتابة تقارير,2,كلية التربية
C2058,عربي,2,كلية الصيدلة
C2059,كتابة تقارير,2,كلية الصيدلة
C2060,رياضة,3,كلية الصيدلة
C2061,فيزياء,4,كلية الصيدلة
C2062,فيزياء,3,كلية التربية
C2063,فيزياء,3,كلية الهندسة
C2064,انجليزي,4,كلية الزراعة
C2065,فيزياء,1,كلية الزراعة
C2066,كتابة تقارير,1,كلية التربية
C2067,انجليزي,1,كلية الزراعة
C2068,عربي,2,كلية التربية
C2069,رياضة,4,كلية الهندسة
C2070,فيزياء,3,كلية الزراعة
C2071,فيزياء,4,كلية الصيدلة
C2072,كيمياء,4,كلية الزراعة
C2073,كتابة تقارير,3,كلية التربية
C2074,فيزياء,1,كلية الزراعة
C2075,كتابة تقارير,4,كلية الزراعة
C2076,عربي,2,كلية التربية
C2077,كتابة تقارير,4,كلية الصيدلة
C2078,كتابة تقارير,3,كلية الزراعة
C2079,مهارات تواصل,4,كلية الصيدلة
C2080,كيمياء,2,كلية الهندسة
C2081,فيزياء,2,كلية التربية
C2082,كيمياء,1,كلية التربية
C2083,انجليزي,4,كلية الهندسة
C2084,مهارات تواصل,4,كلية التربية
C2085,كتابة تقارير,1,كلية الهندسة
C2086,انجليزي,4,كلية التربية
C2087,عربي,3,كلية الصيدلة
C2088,كتابة تقارير,1,كلية الزراعة
C2089,مهارات تواصل,2,كلية الهندسة
C2090,مهارات تواصل,3,كلية الصيدلة
C2091,فيزياء,3,كلية التربية
C2092,انجليزي,3,كلية الصيدلة
C2093,مهارات تواصل,2,كلية التربية
C2094,كيمياء,1,كلية الزراعة
C2095,كتابة تقارير,1,كلية الهندسة
C2096,كتابة تقارير,3,كلية الزراعة
C2097,كتابة تقارير,4,كلية الهندسة
C2098,فيزياء,1,كلية الصيدلة
C2099,مهارات تواصل,3,كلية الزراعة
C2100,عربي,1,كلية الزراعة
C2101,مهارات تواصل,1,كلية الهندسة
C2102,مهارات تواصل,3,كلية الزراعة
C2103,مهارات تواصل,4,كلية التربية
C2104,كتابة تقارير,3,كلية الصيدلة
C2105,كيمياء,2,كلية الصيدلة
C2106,فيزياء,2,كلية الهندسة
C2107,كيمياء,2,كلية الزراعة
C2108,كتابة تقارير,3,كلية الصيدلة
C2109,كتابة تقارير,3,كلية الصيدلة
C2110,مهارات تواصل,2,كلية الزراعة
C2111,عربي,3,كلية الهندسة
C2112,رياضة,1,كلية الزراعة
C2113,مهارات تواصل,1,كلية الزراعة
C2114,كتابة تقارير,4,كلية التربية
C2115,رياضة,4,كلية الهندسة
C2116,انجليزي,4,كلية الصيدلة
C2117,مهارات تواصل,1,كلية التربية
C2118,انجليزي,2,كلية الزراعة
C2119,انجليزي,2,كلية الهندسة
C2120,رياضة,2,كلية الزراعة
C2121,كيمياء,1,كلية الصيدلة
C2122,رياضة,1,كلية الصيدلة
C2123,مهارات تواصل,3,كلية الصيدلة
C2124,كتابة تقارير,3,كلية الزراعة
C2125,كيمياء,4,كلية الهندسة
C2126,انجليزي,2,كلية الزراعة
C2127,كتابة تقارير,4,كلية الزراعة
C2128,عربي,2,كلية الصيدلة
C2129,رياضة,3,كلية الصيدلة
C2130,رياضة,4,كلية الزراعة
C2131,كتابة تقارير,1,كلية التربية
C2132,مهارات تواصل,3,كلية الزراعة
C2133,مهارات تواصل,3,كلية الهندسة
C2134,مهارات تواصل,3,كلية التربية
C2135,كيمياء,3,كلية الهندسة
C2136,فيزياء,1,كلية الزراعة
C2137,كتابة تقارير,2,كلية الزراعة
C2138,انجليزي,2,كلية التربية
C2139,مهارات تواصل,2,كلية الزراعة
C2140,انجليزي,4,كلية الهندسة
C2141,كتابة تقارير,1,كلية الهندسة
C2142,كتابة تقارير,1,كلية الهندسة
C2143,عربي,3,كلية الزراعة
C2144,كتابة تقارير,1,كلية الصيدلة
C2145,كتابة تقارير,2,كلية الزراعة
C2146,كيمياء,4,كلية التربية
C2147,كتابة تقارير,4,كلية الزراعة
C2148,عربي,2,كلية الصيدلة
C2149,كيمياء,3,كلية الصيدلة
C2150,رياضة,2,كلية الزراعة
C2151,فيزياء,2,كلية الصيدلة
C2152,كيمياء,4,كلية الزراعة
C2153,رياضة,1,كلية الصيدلة
C2154,انجليزي,2,كلية التربية
C2155,فيزياء,2,كلية الصيدلة
C2156,انجليزي,3,كلية الزراعة
C2157,كيمياء,3,كلية الصيدلة
C2158,فيزياء,3,كلية الصيدلة
C2159,عربي,4,كلية الصيدلة
C2160,كيمياء,4,كلية الزراعة
C2161,فيزياء,1,كلية الصيدلة
C2162,عربي,4,كلية التربية
C2163,كتابة تقارير,4,كلية الهندسة
C2164,كتابة تقارير,2,كلية الزراعة
C2165,عربي,3,كلية التربية
C2166,كيمياء,2,كلية الصيدلة
C2167,كتابة تقارير,1,كلية التربية
C2168,عربي,3,كلية الصيدلة
C2169,عربي,3,كلية الصيدلة
C2170,رياضة,3,كلية الزراعة
C2171,كيمياء,3,كلية الزراعة
C2172,عربي,4,كلية التربية
C2173,عربي,2,كلية التربية
C2174,عربي,4,كلية التربية
C2175,مهارات تواصل,1,كلية الصيدلة
C2176,مهارات تواصل,1,كلية الزراعة
C2177,رياضة,3,كلية الصيدلة
C2178,مهارات تواصل,2,كلية الزراعة
C2179,كيمياء,1,كلية الصيدلة
C2180,رياضة,4,كلية الصيدلة
C2181,كيمياء,4,كلية الصيدلة
C2182,انجليزي,4,كلية الصيدلة
C2183,رياضة,2,كلية الصيدلة
C2184,مهارات تواصل,4,كلية الزراعة
C2185,انجليزي,4,كلية الصيدلة
C2186,رياضة,1,كلية الزراعة
C2187,عربي,4,كلية الصيدلة
C2188,مهارات تواصل,2,كلية الصيدلة
C2189,كيمياء,3,كلية التربية
C2190,رياضة,4,كلية الزراعة
C2191,انجليزي,3,كلية الصيدلة
C2192,كيمياء,3,كلية الزراعة
C2193,انجليزي,2,كلية الصيدلة
C2194,انجليزي,4,كلية الزراعة
C2195,كتابة تقارير,4,كلية الزراعة
C2196,مهارات تواصل,1,كلية الزراعة
C2197,كتابة تقارير,2,كلية التربية
C2198,كيمياء,2,كلية التربية
C2199,مهارات تواصل,2,كلية الزراعة
C2200,كتابة تقارير,4,كلية الصيدلة
C2201,عربي,4,كلية الهندسة
C2202,عربي,2,كلية الصيدلة
C2203,فيزياء,2,كلية الزراعة
C2204,عربي,4,كلية الزراعة
C2205,كتابة تقارير,4,كلية الزراعة
C2206,مهارات تواصل,4,كلية الصيدلة
C2207,مهارات تواصل,4,كلية التربية
C2208,رياضة,1,كلية الزراعة
C2209,فيزياء,4,كلية الهندسة
C2210,مهارات تواصل,3,كلية الزراعة
C2211,فيزياء,4,كلية الصيدلة
C2212,كيمياء,4,كلية الهندسة
C2213,مهارات تواصل,3,كلية الهندسة
C2214,مهارات تواصل,2,كلية الزراعة
C2215,كيمياء,4,كلية الصيدلة
C2216,انجليزي,1,كلية الصيدلة
C2217,مهارات تواصل,1,كلية الهندسة
C2218,فيزياء,2,كلية التربية
C2219,فيزياء,2,كلية الصيدلة
C2220,مهارات تواصل,1,كلية الصيدلة
C2221,كتابة تقارير,3,كلية الزراعة
C2222,كتابة تقارير,3,كلية التربية
C2223,رياضة,2,كلية الزراعة
C2224,عربي,2,كلية الصيدلة
C2225,عربي,3,كلية الزراعة
C2226,انجليزي,2,كلية الزراعة
C2227,مهارات تواصل,3,كلية الزراعة
C2228,مهارات تواصل,1,كلية الهندسة
C2229,مهارات تواصل,1,كلية التربية
C2230,كيمياء,1,كلية الصيدلة
C2231,عربي,3,كلية الهندسة
C2232,كيمياء,3,كلية الهندسة
C2233,مهارات تواصل,4,كلية الصيدلة
C2234,كيمياء,1,كلية الصيدلة
C2235,كتابة تقارير,2,كلية الصيدلة
C2236,انجليزي,3,كلية الصيدلة
C2237,فيزياء,4,كلية الزراعة
C2238,انجليزي,4,كلية الصيدلة
C2239,انجليزي,1,كلية الصيدلة
C2240,مهارات تواصل,2,كلية التربية
C2241,رياضة,4,كلية الزراعة
C2242,رياضة,2,كلية الصيدلة
C2243,فيزياء,3,كلية الصيدلة
C2244,انجليزي,1,كلية التربية
C2245,رياضة,4,كلية التربية
C2246,كتابة تقارير,2,كلية الزراعة
C2247,عربي,1,كلية الهندسة
C2248,رياضة,2,كلية الزراعة
C2249,مهارات تواصل,2,كلية الصيدلة
C2250,رياضة,3,كلية الصيدلة
C2251,فيزياء,2,كلية الزراعة
C2252,فيزياء,2,كلية الزراعة
C2253,كتابة تقارير,3,كلية التربية
C2254,كتابة تقارير,1,كلية الصيدلة
C2255,انجليزي,2,كلية الزراعة
C2256,رياضة,3,كلية الهندسة
C2257,رياضة,1,كلية الصيدلة
C2258,عربي,4,كلية الصيدلة
C2259,كيمياء,1,كلية الهندسة
C2260,كتابة تقارير,1,كلية الصيدلة
C2261,عربي,1,كلية الصيدلة
C2262,انجليزي,2,كلية الزراعة
C2263,كيمياء,2,كلية الصيدلة
C2264,مهارات تواصل,1,كلية الزراعة
C2265,مهارات تواصل,4,كلية الهندسة
C2266,كيمياء,1,كلية الزراعة
C2267,عربي,1,كلية الزراعة
C2268,عربي,1,كلية الهندسة
C2269,مهارات تواصل,4,كلية الصيدلة
C2270,فيزياء,4,كلية التربية
C2271,كيمياء,4,كلية الصيدلة
C2272,كيمياء,1,كلية الصيدلة
C2273,رياضة,3,كلية الصيدلة
C2274,انجليزي,4,كلية الزراعة
C2275,كيمياء,4,كلية الزراعة
C2276,فيزياء,4,كلية التربية
C2277,كتابة تقارير,2,كلية الصيدلة
C2278,كيمياء,3,كلية الزراعة
C2279,فيزياء,2,كلية الزراعة
C2280,كيمياء,3,كلية الهندسة
C2281,كتابة تقارير,4,كلية الزراعة
C2282,فيزياء,4,كلية الزراعة
C2283,مهارات تواصل,3,كلية الهندسة
C2284,رياضة,1,كلية الصيدلة
C2285,عربي,2,كلية الصيدلة
C2286,فيزياء,4,كلية الزراعة
C2287,مهارات تواصل,1,كلية الهندسة
C2288,فيزياء,2,كلية الصيدلة
C2289,كتابة تقارير,4,كلية الصيدلة
C2290,فيزياء,3,كلية الصيدلة
C2291,فيزياء,1,كلية الهندسة
C2292,عربي,3,كلية الهندسة
C2293,انجليزي,3,كلية الصيدلة
C2294,مهارات تواصل,1,كلية الزراعة
C2295,رياضة,3,كلية الصيدلة
C2296,كتابة تقارير,3,كلية الصيدلة
C2297,مهارات تواصل,2,كلية الزراعة
C2298,فيزياء,2,كلية الزراعة
C2299,فيزياء,3,كلية الزراعة
C2300,انجليزي,4,كلية الصيدلة
C2301,كيمياء,3,كلية الهندسة
C2302,عربي,3,كلية الصيدلة
C2303,فيزياء,1,كلية الصيدلة
C2304,مهارات تواصل,2,كلية الهندسة
C2305,انجليزي,4,كلية الزراعة
C2306,فيزياء,2,كلية الزراعة
C2307,فيزياء,4,كلية الهندسة
C2308,مهارات تواصل,4,كلية الزراعة
C2309,كيمياء,3,كلية الهندسة
C2310,فيزياء,4,كلية الهندسة
C2311,انجليزي,1,كلية الصيدلة
C2312,انجليزي,2,كلية الصيدلة
C2313,رياضة,1,كلية الصيدلة
C2314,فيزياء,2,كلية الصيدلة
C2315,كتابة تقارير,3,كلية الزراعة
C2316,فيزياء,1,كلية الهندسة
C2317,كيمياء,2,كلية الصيدلة
C2318,رياضة,4,كلية الهندسة
C2319,كيمياء,2,كلية الصيدلة
C2320,عربي,2,كلية الصيدلة
C2321,كتابة تقارير,4,كلية الهندسة
C2322,كيمياء,3,كلية الهندسة
C2323,انجليزي,4,كلية الهندسة
C2324,عربي,4,كلية الزراعة
C2325,عربي,2,كلية الزراعة
C2326,انجليزي,4,كلية الصيدلة
C2327,رياضة,1,كلية الصيدلة
C2328,عربي,4,كلية الصيدلة
C2329,مهارات تواصل,1,كلية الهندسة
C2330,عربي,3,كلية الصيدلة
C2331,رياضة,3,كلية الزراعة
C2332,رياضة,1,كلية الزراعة
C2333,كيمياء,4,كلية الزراعة
C2334,مهارات تواصل,3,كلية الصيدلة
C2335,مهارات تواصل,3,كلية التربية
C2336,فيزياء,1,كلية الصيدلة
C2337,انجليزي,1,كلية الزراعة
C2338,مهارات تواصل,3,كلية الزراعة
