StudentID,CourseID,Semester,Year,Grade
20257405,C2285,الفصل الأول,2023,85
20258599,C4377,الفصل الأول,2022,83
20259187,C1641,الفصل الثاني,2023,97
20253339,C5096,الفصل الأول,2023,74
20251998,C3419,الفصل الأول,2023,69
20252592,C4617,الفصل الأول,2020,73
20253139,C2495,الفصل الثاني,2020,82
20250991,C0481,الفصل الأول,2023,89
20255528,C0692,الفصل الأول,2023,87
20253649,C4483,الفصل الثاني,2022,63
20257739,C6095,الفصل الثاني,2021,66
20259342,C4002,الفصل الأول,2023,62
20256744,C7003,الفصل الثاني,2023,61
20251471,C2020,الفصل الثاني,2022,89
20254245,C9154,الفصل الثاني,2022,53
20256456,C9385,الفصل الأول,2023,56
20259600,C7937,الفصل الأول,2022,51
20254727,C8339,الفصل الثاني,2022,99
20250001,C2104,الفصل الأول,2023,59
20254024,C7745,الفصل الأول,2022,64
20255078,C4718,الفصل الأول,2020,95
20259857,C1473,الفصل الأول,2021,95
20254929,C4991,الفصل الأول,2021,91
20253611,C7146,الفصل الأول,2023,94
20254433,C6799,الفصل الثاني,2022,54
20255399,C3517,الفصل الأول,2023,93
20258465,C5432,الفصل الثاني,2023,68
20252191,C0571,الفصل الثاني,2023,68
20253482,C9365,الفصل الأول,2020,80
20254602,C7699,الفصل الأول,2021,66
20253405,C1159,الفصل الأول,2020,70
20255314,C7584,الفصل الأول,2022,82
20255193,C1089,الفصل الأول,2021,83
20253555,C9097,الفصل الأول,2023,57
20251299,C6100,الفصل الثاني,2023,92
20255837,C9658,الفصل الأول,2022,83
20250904,C8861,الفصل الثاني,2022,86
20259385,C0206,الفصل الأول,2021,77
20259806,C6457,الفصل الأول,2021,92
20251852,C4676,الفصل الثاني,2020,73
20254495,C3707,الفصل الأول,2022,70
20252352,C4707,الفصل الثاني,2022,54
20251064,C1082,الفصل الأول,2020,73
20255264,C0964,الفصل الأول,2021,86
20252823,C5151,الفصل الثاني,2020,67
20252119,C5580,الفصل الأول,2022,96
20255971,C3793,الفصل الثاني,2021,88
20256360,C4227,الفصل الثاني,2023,74
20255215,C7640,الفصل الثاني,2022,72
20250433,C8168,الفصل الأول,2021,58
20256673,C8523,الفصل الأول,2022,63
20253266,C7994,الفصل الأول,2023,80
20254659,C0392,الفصل الثاني,2022,88
20257748,C9960,الفصل الأول,2022,52
20259782,C4009,الفصل الأول,2020,62
20258964,C8897,الفصل الأول,2021,57
20250543,C4700,الفصل الأول,2021,69
20255259,C0623,الفصل الأول,2023,78
20253233,C0743,الفصل الثاني,2020,74
20250817,C3717,الفصل الأول,2022,78
20257456,C5252,الفصل الثاني,2021,82
20257646,C1652,الفصل الثاني,2021,85
20252929,C9702,الفصل الثاني,2023,81
20253625,C0031,الفصل الأول,2021,67
20255497,C1026,الفصل الأول,2023,61
20250458,C3271,الفصل الأول,2020,76
20257324,C9955,الفصل الأول,2023,74
20253371,C4135,الفصل الثاني,2021,71
20251569,C6073,الفصل الأول,2020,78
20251592,C8413,الفصل الأول,2022,72
20254058,C9562,الفصل الأول,2021,79
20258258,C9207,الفصل الثاني,2020,81
20253479,C2348,الفصل الأول,2021,59
20251720,C9416,الفصل الأول,2022,72
20259943,C0229,الفصل الثاني,2021,84
20252614,C1146,الفصل الثاني,2022,62
20259982,C0639,الفصل الثاني,2022,100
20257529,C0853,الفصل الأول,2022,66
20254472,C3619,الفصل الثاني,2021,57
20258290,C9715,الفصل الثاني,2022,98
20256645,C8590,الفصل الثاني,2023,53
20255260,C2971,الفصل الثاني,2021,61
20252564,C0600,الفصل الثاني,2022,86
20257328,C5805,الفصل الأول,2021,81
20259674,C6413,الفصل الأول,2022,61
20252295,C2943,الفصل الأول,2022,67
20258472,C8459,الفصل الثاني,2021,66
20257258,C5272,الفصل الثاني,2021,78
20257867,C8113,الفصل الأول,2020,89
20257290,C5800,الفصل الأول,2020,68
20256946,C4427,الفصل الأول,2021,70
20251128,C4934,الفصل الأول,2020,57
20256009,C0723,الفصل الأول,2023,68
20258846,C3513,الفصل الأول,2020,66
20254674,C5677,الفصل الثاني,2020,78
20253551,C4195,الفصل الأول,2022,84
20250005,C6718,الفصل الثاني,2022,73
20258608,C3474,الفصل الأول,2020,62
20254433,C2812,الفصل الأول,2023,82
20254422,C7101,الفصل الأول,2021,82
20255832,C7938,الفصل الأول,2023,57
20250488,C6057,الفصل الأول,2023,94
20251060,C1851,الفصل الثاني,2022,60
20254805,C7621,الفصل الأول,2023,61
20253078,C2141,الفصل الثاني,2021,61
20257867,C2621,الفصل الأول,2021,90
20257839,C8034,الفصل الثاني,2022,66
20250210,C5969,الفصل الثاني,2021,62
20258444,C1594,الفصل الثاني,2023,93
20250788,C2781,الفصل الثاني,2021,89
20258496,C1078,الفصل الثاني,2023,54
20252258,C1352,الفصل الأول,2021,84
20256905,C7256,الفصل الثاني,2021,91
20257920,C7773,الفصل الثاني,2023,57
20252588,C9389,الفصل الأول,2022,79
20252231,C8361,الفصل الأول,2020,96
20250484,C6552,الفصل الثاني,2020,91
20257887,C3761,الفصل الأول,2023,95
20252311,C0771,الفصل الثاني,2022,85
20259790,C3067,الفصل الثاني,2021,54
20257274,C7409,الفصل الأول,2023,51
20254172,C0011,الفصل الثاني,2021,93
20253807,C8723,الفصل الثاني,2020,86
20257411,C5534,الفصل الأول,2020,82
20251133,C2598,الفصل الثاني,2023,93
20253497,C4335,الفصل الثاني,2020,98
20258695,C6853,الفصل الثاني,2022,66
20252345,C8612,الفصل الثاني,2021,80
20254265,C9229,الفصل الثاني,2023,60
20254135,C8976,الفصل الثاني,2020,91
20253202,C9277,الفصل الأول,2023,53
20255009,C3027,الفصل الأول,2023,87
20255888,C1426,الفصل الثاني,2022,95
20254628,C5334,الفصل الأول,2023,79
20250785,C2379,الفصل الأول,2020,57
20250222,C7423,الفصل الأول,2022,90
20256583,C2063,الفصل الثاني,2022,70
20250012,C5186,الفصل الأول,2020,76
20254717,C6842,الفصل الثاني,2022,94
20252298,C5419,الفصل الأول,2020,75
20259739,C9756,الفصل الثاني,2021,98
20254136,C0793,الفصل الأول,2023,60
20253345,C7754,الفصل الثاني,2023,99
20253176,C1129,الفصل الثاني,2022,81
20257279,C5189,الفصل الثاني,2022,92
20253171,C4583,الفصل الأول,2021,87
20255607,C4555,الفصل الأول,2020,89
20253492,C7034,الفصل الأول,2023,93
20252700,C4235,الفصل الأول,2020,52
20254452,C0957,الفصل الأول,2023,68
20259979,C5489,الفصل الثاني,2021,70
20252788,C9029,الفصل الأول,2021,65
20250728,C1876,الفصل الثاني,2022,78
20253825,C5896,الفصل الثاني,2021,81
20255771,C9415,الفصل الثاني,2023,95
20255150,C5968,الفصل الثاني,2021,81
20255606,C8747,الفصل الأول,2022,62
20259447,C3076,الفصل الأول,2023,62
20250271,C8892,الفصل الأول,2023,90
20258090,C2830,الفصل الأول,2020,88
20259814,C1010,الفصل الأول,2022,100
20258406,C5193,الفصل الأول,2021,55
20251719,C3613,الفصل الأول,2020,66
20254090,C0685,الفصل الثاني,2021,62
20254077,C8634,الفصل الأول,2022,52
20258063,C4798,الفصل الأول,2020,74
20251195,C7535,الفصل الأول,2023,87
20250267,C5193,الفصل الثاني,2023,57
20256187,C2190,الفصل الأول,2021,64
20255431,C6323,الفصل الأول,2023,69
20255177,C7265,الفصل الأول,2021,51
20255100,C8669,الفصل الثاني,2021,78
20256149,C7557,الفصل الثاني,2022,61
20256967,C6249,الفصل الثاني,2020,56
20255761,C6341,الفصل الثاني,2021,82
20255620,C1169,الفصل الأول,2021,100
20253407,C2894,الفصل الأول,2020,87
20253904,C5220,الفصل الأول,2021,55
20251843,C9359,الفصل الأول,2021,96
20252887,C5714,الفصل الأول,2023,81
20256109,C0863,الفصل الأول,2021,86
20253296,C8481,الفصل الثاني,2020,68
20252933,C6386,الفصل الثاني,2020,83
20252328,C0490,الفصل الأول,2023,60
20257480,C4330,الفصل الثاني,2023,99
20255970,C3357,الفصل الأول,2021,86
20253861,C9595,الفصل الثاني,2021,54
20253476,C0941,الفصل الثاني,2022,76
20253476,C0025,الفصل الأول,2022,87
20254956,C4254,الفصل الأول,2023,84
20256684,C5575,الفصل الثاني,2021,90
20256808,C7867,الفصل الأول,2023,64
20257051,C3853,الفصل الأول,2022,86
20252177,C7665,الفصل الأول,2021,99
20259549,C0309,الفصل الأول,2021,84
20252369,C5481,الفصل الثاني,2020,65
20256552,C3124,الفصل الأول,2022,91
20252282,C1663,الفصل الثاني,2021,99
20254924,C0147,الفصل الثاني,2023,80
20254153,C1161,الفصل الأول,2020,54
20254048,C4957,الفصل الثاني,2023,86
20250344,C4526,الفصل الثاني,2023,100
20256402,C2880,الفصل الثاني,2023,87
20257315,C6116,الفصل الثاني,2020,55
20255232,C5694,الفصل الثاني,2020,86
20257002,C3865,الفصل الثاني,2023,56
20250789,C4585,الفصل الثاني,2022,97
20256082,C0628,الفصل الثاني,2023,97
20251046,C6307,الفصل الأول,2022,66
20259365,C3130,الفصل الثاني,2022,78
20252492,C6746,الفصل الثاني,2020,60
20258134,C3195,الفصل الثاني,2023,86
20256737,C8481,الفصل الأول,2021,90
20256849,C7311,الفصل الثاني,2020,84
20254285,C7577,الفصل الأول,2020,78
20257973,C1125,الفصل الأول,2022,80
20258960,C4507,الفصل الأول,2020,67
20253195,C8923,الفصل الثاني,2022,55
20251361,C0811,الفصل الثاني,2022,77
20252184,C9576,الفصل الأول,2023,62
20253233,C9992,الفصل الثاني,2022,99
20256517,C2865,الفصل الثاني,2020,82
20258727,C7447,الفصل الأول,2022,55
20250182,C1042,الفصل الأول,2020,79
20259699,C6202,الفصل الأول,2020,57
20250840,C0426,الفصل الثاني,2022,72
20257212,C5465,الفصل الأول,2022,68
20259789,C9251,الفصل الأول,2022,54
20258300,C7936,الفصل الأول,2020,75
20252363,C8903,الفصل الثاني,2023,81
20252992,C5494,الفصل الأول,2022,54
20256792,C9550,الفصل الأول,2021,86
20259610,C5117,الفصل الأول,2022,100
20258616,C7219,الفصل الثاني,2022,68
20259975,C0034,الفصل الأول,2023,90
20252349,C7935,الفصل الثاني,2021,53
20255588,C8989,الفصل الثاني,2023,54
20251832,C2537,الفصل الثاني,2020,78
20255893,C3870,الفصل الأول,2023,74
20258251,C1317,الفصل الأول,2020,96
20259128,C4244,الفصل الثاني,2022,57
20251895,C4972,الفصل الأول,2023,74
20252355,C7615,الفصل الثاني,2021,99
20252713,C7312,الفصل الأول,2023,51
20259913,C9573,الفصل الثاني,2020,59
20255605,C9190,الفصل الثاني,2023,96
20253165,C0268,الفصل الثاني,2022,89
20258696,C4252,الفصل الأول,2022,79
20259717,C7579,الفصل الثاني,2021,76
20250029,C1749,الفصل الأول,2020,87
20256347,C8948,الفصل الثاني,2020,86
20259860,C6394,الفصل الأول,2022,90
20253394,C6500,الفصل الأول,2023,85
20255944,C3402,الفصل الأول,2021,79
20253582,C7893,الفصل الثاني,2023,56
20255909,C3337,الفصل الثاني,2023,86
20255995,C0218,الفصل الأول,2021,67
20250306,C4125,الفصل الأول,2023,60
20259311,C7303,الفصل الأول,2021,69
20256539,C8465,الفصل الثاني,2023,61
20258436,C9575,الفصل الأول,2022,87
20254757,C1995,الفصل الثاني,2021,78
20250597,C2857,الفصل الثاني,2023,54
20250467,C0704,الفصل الأول,2022,69
20256109,C8128,الفصل الثاني,2022,52
20255816,C9322,الفصل الأول,2022,60
20257082,C0181,الفصل الأول,2022,60
20252821,C0960,الفصل الثاني,2021,95
20259518,C6721,الفصل الأول,2022,74
20254662,C4991,الفصل الأول,2020,77
20253840,C6192,الفصل الثاني,2022,72
20259991,C0399,الفصل الثاني,2021,95
20253787,C0572,الفصل الأول,2022,88
20256620,C8951,الفصل الأول,2021,55
20258746,C7957,الفصل الأول,2021,83
20251483,C2235,الفصل الأول,2021,96
20259425,C7180,الفصل الثاني,2023,73
20257564,C3036,الفصل الثاني,2020,89
20250202,C8998,الفصل الأول,2023,96
20255416,C7869,الفصل الأول,2021,97
20255995,C4528,الفصل الثاني,2021,69
20252337,C8547,الفصل الثاني,2023,76
20252315,C6266,الفصل الثاني,2022,56
20252784,C6986,الفصل الأول,2021,82
20257742,C6437,الفصل الثاني,2022,64
20251059,C7619,الفصل الثاني,2022,86
20254464,C3769,الفصل الأول,2022,69
20252139,C7506,الفصل الثاني,2022,59
20251025,C7336,الفصل الثاني,2020,66
20259427,C6841,الفصل الأول,2022,67
20253589,C1679,الفصل الأول,2023,69
20250142,C7852,الفصل الأول,2020,56
20257509,C2823,الفصل الثاني,2020,73
20252735,C9056,الفصل الأول,2021,59
20256131,C7529,الفصل الثاني,2022,70
20251841,C2475,الفصل الأول,2020,70
20257566,C2840,الفصل الثاني,2022,76
20255564,C5449,الفصل الأول,2022,69
20258354,C3318,الفصل الثاني,2022,70
20258972,C5905,الفصل الثاني,2023,60
20258832,C3160,الفصل الثاني,2020,95
20251594,C4639,الفصل الثاني,2022,69
20256417,C3585,الفصل الأول,2020,62
20253609,C0438,الفصل الثاني,2020,69
20257954,C9572,الفصل الثاني,2023,81
20259024,C8827,الفصل الأول,2022,72
20251331,C8826,الفصل الثاني,2020,86
20257962,C9802,الفصل الثاني,2023,62
20255816,C5814,الفصل الأول,2020,98
20257827,C1486,الفصل الثاني,2020,50
20256434,C2853,الفصل الثاني,2021,51
20255063,C8762,الفصل الثاني,2022,51
20256799,C8205,الفصل الثاني,2021,93
20252923,C9123,الفصل الأول,2020,53
20255449,C0449,الفصل الأول,2020,80
20259280,C3651,الفصل الثاني,2022,73
20257051,C4177,الفصل الأول,2020,84
20258732,C6056,الفصل الثاني,2023,87
20256162,C3743,الفصل الأول,2021,79
20259282,C7211,الفصل الأول,2021,84
20250435,C3926,الفصل الأول,2022,85
20255643,C1422,الفصل الأول,2023,82
20253965,C0586,الفصل الأول,2023,71
20254251,C3920,الفصل الثاني,2020,87
20251905,C5487,الفصل الثاني,2021,79
20253763,C5729,الفصل الأول,2022,59
20250572,C4496,الفصل الثاني,2021,86
20254636,C4922,الفصل الأول,2020,54
20250956,C0504,الفصل الأول,2022,82
20254433,C1289,الفصل الأول,2020,66
20254458,C0641,الفصل الأول,2021,93
20258490,C4157,الفصل الأول,2023,100
20254685,C6198,الفصل الأول,2023,89
20252047,C1368,الفصل الثاني,2021,57
20259074,C7396,الفصل الثاني,2022,60
20252940,C5567,الفصل الأول,2022,65
20257708,C9837,الفصل الأول,2023,73
20251090,C8827,الفصل الأول,2023,65
20256325,C4690,الفصل الثاني,2020,66
20258883,C3977,الفصل الأول,2021,70
20257420,C4690,الفصل الثاني,2021,80
20252315,C5721,الفصل الأول,2022,56
20258576,C2836,الفصل الأول,2022,55
20251580,C9185,الفصل الأول,2023,99
20259915,C0889,الفصل الأول,2021,56
20251565,C8575,الفصل الأول,2023,96
20256924,C2170,الفصل الثاني,2021,65
20250766,C2147,الفصل الأول,2022,75
20255169,C7312,الفصل الثاني,2021,76
20254732,C1333,الفصل الأول,2020,67
20250952,C0737,الفصل الأول,2023,97
20259126,C7024,الفصل الثاني,2021,86
20252062,C6088,الفصل الثاني,2021,66
20252714,C8935,الفصل الثاني,2021,97
20257415,C2800,الفصل الأول,2020,71
20251682,C6433,الفصل الثاني,2023,64
20257947,C6831,الفصل الأول,2023,88
20257600,C4615,الفصل الثاني,2022,51
20254029,C5486,الفصل الأول,2021,62
20250708,C7641,الفصل الأول,2020,72
20250058,C0506,الفصل الثاني,2023,95
20258663,C8570,الفصل الأول,2022,64
20254755,C5597,الفصل الأول,2022,93
20259099,C0443,الفصل الأول,2021,99
20257874,C1717,الفصل الأول,2021,80
20257276,C5442,الفصل الثاني,2022,66
20256177,C0467,الفصل الأول,2023,87
20256737,C3718,الفصل الثاني,2020,66
20256765,C6573,الفصل الثاني,2023,64
20252135,C6612,الفصل الثاني,2023,63
20257677,C8207,الفصل الثاني,2020,89
20254906,C7703,الفصل الأول,2020,72
20255759,C6832,الفصل الأول,2020,90
20257175,C2697,الفصل الأول,2020,97
20259641,C7624,الفصل الثاني,2023,87
20251827,C7853,الفصل الأول,2023,51
20255997,C5783,الفصل الأول,2022,53
20252710,C5736,الفصل الثاني,2022,91
20255482,C2948,الفصل الثاني,2022,57
20255872,C6227,الفصل الثاني,2020,79
20258735,C2387,الفصل الأول,2021,64
20252018,C2327,الفصل الثاني,2021,92
20251793,C6273,الفصل الثاني,2023,71
20255828,C1927,الفصل الثاني,2022,81
20254648,C6484,الفصل الأول,2020,74
20254951,C6892,الفصل الثاني,2022,58
20254765,C0334,الفصل الأول,2022,86
20259674,C1033,الفصل الثاني,2020,70
20250053,C9455,الفصل الأول,2020,94
20253264,C2580,الفصل الأول,2021,91
20256404,C2719,الفصل الأول,2020,91
20257026,C2356,الفصل الثاني,2020,60
20251472,C4154,الفصل الأول,2023,50
20255667,C8627,الفصل الأول,2020,82
20250091,C9565,الفصل الثاني,2023,59
20257454,C8923,الفصل الأول,2022,87
20251607,C5838,الفصل الأول,2021,64
20257046,C1563,الفصل الثاني,2020,50
20259264,C6728,الفصل الأول,2020,83
20254156,C5997,الفصل الثاني,2020,85
20252131,C0266,الفصل الأول,2021,67
20253883,C2475,الفصل الثاني,2021,97
20252624,C5232,الفصل الثاني,2022,91
20252561,C3209,الفصل الأول,2022,87
20251707,C8309,الفصل الأول,2023,88
20251071,C5519,الفصل الثاني,2022,75
20259195,C3154,الفصل الأول,2021,68
20255833,C4616,الفصل الثاني,2023,72
20258110,C2679,الفصل الثاني,2020,75
20255960,C6649,الفصل الأول,2023,75
20258447,C7248,الفصل الثاني,2023,58
20251641,C7110,الفصل الأول,2022,97
20259736,C1368,الفصل الثاني,2022,88
20251344,C6866,الفصل الثاني,2022,55
20251910,C0313,الفصل الأول,2023,55
20250789,C6592,الفصل الأول,2021,55
20257213,C4063,الفصل الثاني,2021,50
20256224,C2689,الفصل الأول,2023,57
20259815,C8873,الفصل الأول,2022,77
20259054,C4307,الفصل الأول,2022,88
20253165,C2619,الفصل الأول,2022,88
20252669,C0520,الفصل الأول,2022,60
20252136,C1394,الفصل الأول,2020,61
20250311,C7998,الفصل الثاني,2023,82
20254524,C3907,الفصل الأول,2020,89
20255674,C0287,الفصل الأول,2020,60
20254241,C8852,الفصل الثاني,2022,61
20258525,C0241,الفصل الثاني,2022,86
20251279,C8958,الفصل الثاني,2023,93
20250327,C9159,الفصل الثاني,2021,78
20252177,C6295,الفصل الأول,2020,66
20255799,C4052,الفصل الثاني,2022,99
20250693,C9446,الفصل الثاني,2020,88
20251325,C5994,الفصل الأول,2021,98
20250634,C7729,الفصل الثاني,2022,53
20254260,C1784,الفصل الثاني,2021,56
20256387,C5551,الفصل الثاني,2022,73
20252566,C8918,الفصل الأول,2021,71
20252996,C3582,الفصل الثاني,2021,52
20259228,C8330,الفصل الأول,2020,82
20254153,C8137,الفصل الأول,2022,92
20251649,C9582,الفصل الثاني,2023,50
20251497,C7454,الفصل الثاني,2020,89
20254348,C7711,الفصل الأول,2020,95
20251382,C4246,الفصل الثاني,2023,97
20255906,C8768,الفصل الأول,2020,60
20255770,C6514,الفصل الأول,2023,78
20250056,C8050,الفصل الثاني,2022,54
20256451,C2577,الفصل الأول,2023,59
20257002,C6723,الفصل الثاني,2020,76
20258062,C2307,الفصل الأول,2020,64
20257337,C8853,الفصل الأول,2022,65
20252728,C6713,الفصل الأول,2023,80
20251098,C6937,الفصل الثاني,2023,77
20253319,C3090,الفصل الأول,2023,66
20253806,C0450,الفصل الأول,2022,66
20250442,C2400,الفصل الأول,2020,60
20256179,C5629,الفصل الأول,2022,75
20256507,C2478,الفصل الأول,2022,95
20254623,C4039,الفصل الثاني,2020,67
20255412,C4134,الفصل الثاني,2020,53
20257106,C2419,الفصل الأول,2020,66
20258981,C0151,الفصل الثاني,2023,51
20252475,C1956,الفصل الثاني,2022,90
20251059,C4161,الفصل الثاني,2022,82
20253197,C9222,الفصل الأول,2022,78
20252577,C1670,الفصل الثاني,2020,59
20258321,C2817,الفصل الأول,2022,92
20255634,C8255,الفصل الثاني,2020,86
20257064,C6122,الفصل الثاني,2022,59
20256432,C5950,الفصل الأول,2022,82
20258551,C6495,الفصل الأول,2023,68
20252095,C5002,الفصل الأول,2021,93
20259500,C6756,الفصل الثاني,2020,75
20252623,C8263,الفصل الأول,2023,70
20256217,C1658,الفصل الثاني,2022,61
20251813,C1909,الفصل الأول,2022,88
20252254,C0062,الفصل الأول,2020,98
20254116,C8911,الفصل الثاني,2020,79
20250822,C3291,الفصل الثاني,2021,100
20254854,C9523,الفصل الثاني,2023,98
20252580,C2373,الفصل الأول,2021,73
20253244,C1382,الفصل الثاني,2022,52
20250060,C9634,الفصل الثاني,2021,77
20256676,C5382,الفصل الأول,2022,62
20253758,C7871,الفصل الأول,2021,61
20250217,C3466,الفصل الأول,2023,65
20250217,C2117,الفصل الأول,2020,96
20251515,C5415,الفصل الأول,2022,60
20259227,C4622,الفصل الأول,2023,80
20255048,C4989,الفصل الثاني,2021,67
20258408,C6129,الفصل الأول,2020,82
20253157,C6877,الفصل الثاني,2021,71
20252266,C5571,الفصل الثاني,2020,77
20250531,C1799,الفصل الأول,2020,87
20252151,C5319,الفصل الأول,2020,79
20254526,C2236,الفصل الثاني,2020,95
20256054,C9330,الفصل الأول,2022,90
20252160,C5083,الفصل الأول,2022,65
20257814,C4149,الفصل الثاني,2020,84
20255462,C9236,الفصل الأول,2020,81
20256108,C4790,الفصل الثاني,2023,87
20259148,C7807,الفصل الأول,2023,90
20253937,C2630,الفصل الثاني,2022,83
20257262,C7000,الفصل الثاني,2022,91
20255758,C6131,الفصل الثاني,2023,63
20253445,C3185,الفصل الأول,2020,85
20252797,C6632,الفصل الأول,2021,70
20258969,C5169,الفصل الأول,2021,52
20250015,C6485,الفصل الأول,2020,52
20252949,C2964,الفصل الأول,2022,82
20256872,C5901,الفصل الثاني,2021,86
20257307,C7714,الفصل الأول,2022,94
20250564,C2284,الفصل الثاني,2020,88
20258724,C1277,الفصل الأول,2023,83
20251707,C1182,الفصل الأول,2022,53
20255577,C9492,الفصل الثاني,2020,62
20257850,C0391,الفصل الثاني,2020,99
20255712,C9446,الفصل الأول,2021,58
20252579,C7436,الفصل الثاني,2022,50
20256645,C3860,الفصل الثاني,2023,99
20258993,C2975,الفصل الثاني,2020,71
20258397,C2056,الفصل الأول,2020,82
20251863,C9162,الفصل الأول,2021,89
20254919,C5577,الفصل الأول,2023,90
20254133,C1158,الفصل الأول,2022,52
20259536,C3356,الفصل الأول,2021,97
20258281,C1203,الفصل الأول,2021,69
20255394,C7813,الفصل الثاني,2021,94
20251392,C0935,الفصل الثاني,2023,91
20253335,C4288,الفصل الثاني,2021,91
20257481,C9254,الفصل الثاني,2023,70
20256987,C5563,الفصل الأول,2023,82
20253565,C2038,الفصل الثاني,2020,59
20257600,C1583,الفصل الأول,2022,83
20253214,C5432,الفصل الثاني,2020,56
20254372,C8434,الفصل الثاني,2023,62
20256059,C0646,الفصل الثاني,2021,69
20251577,C9671,الفصل الثاني,2020,80
20251947,C1329,الفصل الثاني,2021,92
20250482,C7186,الفصل الأول,2021,99
20250060,C3674,الفصل الثاني,2023,81
20257281,C1806,الفصل الثاني,2023,85
20252963,C9365,الفصل الأول,2021,68
20250295,C0585,الفصل الثاني,2022,65
20251761,C6538,الفصل الأول,2020,91
20254282,C5971,الفصل الأول,2022,68
20257348,C2295,الفصل الثاني,2021,92
20258437,C9066,الفصل الثاني,2022,59
20255222,C0737,الفصل الثاني,2023,54
20258870,C7723,الفصل الأول,2021,76
20259046,C0383,الفصل الثاني,2023,62
20256638,C1909,الفصل الثاني,2022,92
20253836,C3025,الفصل الثاني,2021,64
20257438,C8452,الفصل الأول,2021,61
20250192,C2369,الفصل الأول,2022,85
20253110,C5097,الفصل الثاني,2020,96
20256056,C6087,الفصل الأول,2023,67
20256348,C7745,الفصل الأول,2021,96
20256644,C0147,الفصل الثاني,2022,100
20256714,C0220,الفصل الأول,2020,55
20259494,C7375,الفصل الأول,2023,70
20254127,C2222,الفصل الأول,2023,90
20256819,C7787,الفصل الأول,2022,56
20259244,C6416,الفصل الثاني,2022,58
20252699,C1516,الفصل الأول,2023,55
20252307,C6727,الفصل الأول,2022,60
20250331,C9986,الفصل الثاني,2023,50
20257654,C7006,الفصل الأول,2020,87
20253331,C0817,الفصل الثاني,2022,99
20258642,C0039,الفصل الثاني,2022,84
20257512,C8920,الفصل الثاني,2023,78
20259770,C6568,الفصل الثاني,2022,75
20254810,C7357,الفصل الثاني,2020,95
20251896,C5146,الفصل الأول,2021,59
20253969,C4057,الفصل الثاني,2021,54
20256189,C8611,الفصل الثاني,2023,93
20256426,C6607,الفصل الأول,2023,74
20255533,C1306,الفصل الثاني,2022,63
20254720,C6217,الفصل الأول,2020,77
20253157,C8437,الفصل الثاني,2020,99
20258294,C3503,الفصل الأول,2021,74
20256345,C6527,الفصل الأول,2022,72
20255459,C9142,الفصل الأول,2020,90
20258110,C9012,الفصل الثاني,2020,66
20256609,C3644,الفصل الثاني,2022,57
20254405,C9502,الفصل الأول,2023,66
20256806,C0329,الفصل الأول,2020,96
20257489,C3104,الفصل الأول,2022,79
20254853,C1731,الفصل الأول,2021,78
20254262,C4698,الفصل الثاني,2020,84
20258405,C0444,الفصل الثاني,2023,51
20258036,C8208,الفصل الأول,2022,55
20250198,C3450,الفصل الأول,2021,91
20252452,C5956,الفصل الأول,2021,66
20254595,C1930,الفصل الثاني,2021,97
20258639,C1259,الفصل الثاني,2022,84
20252265,C3320,الفصل الثاني,2020,97
20252634,C0814,الفصل الثاني,2023,87
20256699,C1608,الفصل الثاني,2023,69
20251885,C3324,الفصل الأول,2020,74
20258741,C1770,الفصل الثاني,2021,77
20256970,C5906,الفصل الأول,2020,70
20256420,C0985,الفصل الثاني,2023,80
20257452,C6347,الفصل الثاني,2022,69
20251180,C0317,الفصل الثاني,2021,77
20257335,C7344,الفصل الأول,2020,89
20253349,C3790,الفصل الأول,2021,96
20252341,C6690,الفصل الثاني,2022,61
20252330,C7616,الفصل الثاني,2023,95
20255510,C9704,الفصل الثاني,2020,52
20250143,C4529,الفصل الأول,2022,98
20256027,C5943,الفصل الثاني,2020,56
20251415,C0364,الفصل الأول,2023,72
20250926,C0350,الفصل الأول,2020,81
20252811,C7328,الفصل الأول,2020,87
20253121,C4656,الفصل الأول,2021,70
20254236,C1931,الفصل الثاني,2022,78
20256652,C9728,الفصل الثاني,2020,84
20256253,C3825,الفصل الأول,2022,91
20257905,C5483,الفصل الأول,2021,96
20257524,C6480,الفصل الأول,2021,55
20255863,C9800,الفصل الثاني,2022,70
20255607,C0902,الفصل الأول,2021,51
20258905,C9182,الفصل الأول,2021,87
20250328,C8508,الفصل الثاني,2023,99
20253870,C8918,الفصل الثاني,2021,51
20251989,C4499,الفصل الأول,2020,96
20253494,C8819,الفصل الثاني,2020,88
20254582,C9171,الفصل الأول,2020,62
20258377,C7882,الفصل الأول,2021,83
20257674,C1626,الفصل الثاني,2021,91
20257985,C2311,الفصل الأول,2022,76
20251143,C7398,الفصل الثاني,2023,65
20256077,C0495,الفصل الأول,2020,95
20251345,C3299,الفصل الأول,2020,53
20252970,C5709,الفصل الثاني,2023,89
20254869,C1743,الفصل الأول,2023,97
20255701,C6057,الفصل الثاني,2021,87
20256219,C6023,الفصل الأول,2023,64
20258096,C9630,الفصل الأول,2023,95
20251118,C3032,الفصل الثاني,2021,76
20257597,C7942,الفصل الثاني,2020,99
20257499,C5539,الفصل الأول,2021,64
20253626,C0099,الفصل الأول,2021,91
20259448,C5003,الفصل الثاني,2023,97
20257788,C5407,الفصل الأول,2021,67
20254336,C4369,الفصل الأول,2022,88
20257655,C6975,الفصل الثاني,2021,50
20251166,C0462,الفصل الأول,2023,62
20257341,C3571,الفصل الثاني,2020,64
